,btc_price,btc_holdings,mstr_prc_adj,shares,debt_total_usd,rf_rate,asset_btc_usd,preferred_liq,nav_raw,nav,nav_clip,equity_value,premium,btc_per_share,is_nav_nonpositive,is_nav_tiny
2022-02-09,44372.72,125051.0,446.6,8394000.0,2240970000.0,0.0027,5548853008.72,10229353900.0,-6921470891.28,0.0,1.0,3748760400.0,22.044691062281732,0.014897664998808673,True,False
2022-02-10,43495.44,125051.0,431.48,8394000.0,2240970000.0,0.0040999999999999995,5439148267.440001,10229353900.0,-7031175632.559999,0.0,1.0,3621843120.0,22.0102488823829,0.014897664998808673,True,False
2022-02-11,42373.73,125051.0,411.01,8394000.0,2240970000.0,0.0037,5298877310.2300005,10229353900.0,-7171446589.7699995,0.0,1.0,3450017940.0,21.96164526797616,0.014897664998808673,True,False
2022-02-12,42217.87,125051.0,411.01,8394000.0,2240970000.0,0.0037,5279386861.37,10229353900.0,-7190937038.63,0.0,1.0,3450017940.0,21.96164526797616,0.014897664998808673,True,False
2022-02-13,42053.66,125051.0,411.01,8394000.0,2240970000.0,0.0037,5258852236.660001,10229353900.0,-7211471663.339999,0.0,1.0,3450017940.0,21.96164526797616,0.014897664998808673,True,False
2022-02-14,42535.94,125051.0,409.49,8322000.0,2240970000.0,0.0045000000000000005,5319161832.940001,10229353900.0,-7151162067.059999,0.0,1.0,3407775780.0,21.949325651495553,0.015026556116318193,True,False
2022-02-15,44544.86,125051.0,437.24,8322000.0,2240970000.0,0.0040999999999999995,5570379287.86,10229353900.0,-6899944612.14,0.0,1.0,3638711280.0,22.014895411950658,0.015026556116318193,True,False
2022-02-16,43873.56,125051.0,434.98,8322000.0,2240970000.0,0.0039000000000000003,5486432551.559999,10229353900.0,-6983891348.440001,0.0,1.0,3619903560.0,22.009713221545237,0.015026556116318193,True,False
2022-02-17,40515.7,125051.0,404.6,9321000.0,2240970000.0,0.0037,5066528800.7,10229353900.0,-7403795099.3,0.0,1.0,3771276600.0,22.05067940177694,0.013416049780066516,True,False
2022-02-18,39974.44,125051.0,395.97,9321000.0,2240970000.0,0.0034999999999999996,4998843696.440001,10229353900.0,-7471480203.559999,0.0,1.0,3690836370.0000005,22.029118927852267,0.013416049780066516,True,False
2022-02-19,40079.17,125051.0,395.97,9321000.0,2240970000.0,0.0034999999999999996,5011940287.67,10229353900.0,-7458383612.33,0.0,1.0,3690836370.0000005,22.029118927852267,0.013416049780066516,True,False
2022-02-20,38386.89,125051.0,395.97,9321000.0,2240970000.0,0.0034999999999999996,4800318981.39,10229353900.0,-7670004918.61,0.0,1.0,3690836370.0000005,22.029118927852267,0.013416049780066516,True,False
2022-02-21,37008.16,125051.0,395.97,9321000.0,2240970000.0,0.0034999999999999996,4627907416.160001,10229353900.0,-7842416483.839999,0.0,1.0,3690836370.0000005,22.029118927852267,0.013416049780066516,True,False
2022-02-22,38230.33,125051.0,377.7,9321000.0,2240970000.0,0.0039000000000000003,4780740996.83,10229353900.0,-7689582903.17,0.0,1.0,3520541700.0,21.981880706761704,0.013416049780066516,True,False
2022-02-23,37250.01,125051.0,365.03,9321000.0,2240970000.0,0.0036,4658151000.51,10229353900.0,-7812172899.49,0.0,1.0,3402444629.9999995,21.947760019029047,0.013416049780066516,True,False
2022-02-24,38327.21,125051.0,396.96,9321000.0,2240970000.0,0.0033,4792855937.71,10229353900.0,-7677467962.29,0.0,1.0,3700064160.0,22.031615996986783,0.013416049780066516,True,False
2022-02-25,39219.17,125051.0,405.0,9321000.0,2240970000.0,0.0033,4904396427.67,10229353900.0,-7565927472.33,0.0,1.0,3775005000.0,22.051667544149833,0.013416049780066516,True,False
2022-02-26,39116.72,125051.0,405.0,9321000.0,2240970000.0,0.0033,4891584952.72,10229353900.0,-7578738947.28,0.0,1.0,3775005000.0,22.051667544149833,0.013416049780066516,True,False
2022-02-27,37699.07,125051.0,405.0,9321000.0,2240970000.0,0.0033,4714306402.57,10229353900.0,-7756017497.43,0.0,1.0,3775005000.0,22.051667544149833,0.013416049780066516,True,False
2022-02-28,43160.0,125051.0,443.0,9321000.0,2240970000.0,0.0037,5397201160.0,10229353900.0,-7073122740.0,0.0,1.0,4129203000.0,22.14135024708843,0.013416049780066516,True,False
2022-03-01,44421.2,125051.0,464.73,9321000.0,2240970000.0,0.0032,5554915481.2,10229353900.0,-6915408418.8,0.0,1.0,4331748330.0,22.189237068829677,0.013416049780066516,True,False
2022-03-02,43892.98,125051.0,459.29,9321000.0,2240970000.0,0.0033,5488861041.9800005,10229353900.0,-6981462858.0199995,0.0,1.0,4281042090.0,22.177462295875884,0.013416049780066516,True,False
2022-03-03,42454.0,125051.0,428.7,9321000.0,2240970000.0,0.0037,5308915154.0,10229353900.0,-7161408746.0,0.0,1.0,3995912700.0,22.108537850647224,0.013416049780066516,True,False
2022-03-04,39148.66,125051.0,410.36,9321000.0,2240970000.0,0.0033,4895579081.660001,10229353900.0,-7574744818.339999,0.0,1.0,3824965560.0,22.064815300262808,0.013416049780066516,True,False
2022-03-05,39397.96,125051.0,410.36,9321000.0,2240970000.0,0.0033,4926754295.96,10229353900.0,-7543569604.04,0.0,1.0,3824965560.0,22.064815300262808,0.013416049780066516,True,False
2022-03-06,38420.81,125051.0,410.36,9321000.0,2240970000.0,0.0033,4804560711.309999,10229353900.0,-7665763188.690001,0.0,1.0,3824965560.0,22.064815300262808,0.013416049780066516,True,False
2022-03-07,37988.0,125051.0,388.91,9321000.0,2240970000.0,0.0038,4750437388.0,10229353900.0,-7719886512.0,0.0,1.0,3625030110.0,22.01112843142545,0.013416049780066516,True,False
2022-03-08,38730.63,125051.0,410.36,9321000.0,2240970000.0,0.0036,4843304012.13,10229353900.0,-7627019887.87,0.0,1.0,3824965560.0,22.064815300262808,0.013416049780066516,True,False
2022-03-09,41941.71,125051.0,436.75,9321000.0,2240970000.0,0.0038,5244852777.21,10229353900.0,-7225471122.79,0.0,1.0,4070946750.0,22.12714142605746,0.013416049780066516,True,False
2022-03-10,39422.0,125051.0,421.13,9321000.0,2240970000.0,0.0038,4929760522.0,10229353900.0,-7540563378.0,0.0,1.0,3925352730.0,22.09072205165886,0.013416049780066516,True,False
2022-03-11,38729.57,125051.0,390.82,9321000.0,2240970000.0,0.0039000000000000003,4843171458.07,10229353900.0,-7627152441.93,0.0,1.0,3642833220.0,22.01602757297509,0.013416049780066516,True,False
2022-03-12,38807.36,125051.0,390.82,9321000.0,2240970000.0,0.0039000000000000003,4852899175.36,10229353900.0,-7617424724.64,0.0,1.0,3642833220.0,22.01602757297509,0.013416049780066516,True,False
2022-03-13,37777.34,125051.0,390.82,9321000.0,2240970000.0,0.0039000000000000003,4724094144.339999,10229353900.0,-7746229755.660001,0.0,1.0,3642833220.0,22.01602757297509,0.013416049780066516,True,False
2022-03-14,39671.37,125051.0,369.93,9321000.0,2240970000.0,0.0045000000000000005,4960944489.87,10229353900.0,-7509379410.13,0.0,1.0,3448117530.0,21.961094275593844,0.013416049780066516,True,False
2022-03-15,39280.33,125051.0,396.14,9321000.0,2240970000.0,0.0046,4912044546.83,10229353900.0,-7558279353.17,0.0,1.0,3692420940.0,22.02954816117241,0.013416049780066516,True,False
2022-03-16,41114.0,125051.0,428.78,9321000.0,2240970000.0,0.0043,5141346814.0,10229353900.0,-7328977086.0,0.0,1.0,3996658379.9999995,22.10872444392108,0.013416049780066516,True,False
2022-03-17,40917.9,125051.0,434.09,9321000.0,2240970000.0,0.004,5116824312.900001,10229353900.0,-7353499587.099999,0.0,1.0,4046152890.0,22.121032362916722,0.013416049780066516,True,False
2022-03-18,41757.51,125051.0,454.28,9321000.0,2240970000.0,0.0040999999999999995,5221818383.01,10229353900.0,-7248505516.99,0.0,1.0,4234343879.9999995,22.16649422506674,0.013416049780066516,True,False
2022-03-19,42201.13,125051.0,454.28,9321000.0,2240970000.0,0.0040999999999999995,5277293507.63,10229353900.0,-7193030392.37,0.0,1.0,4234343879.9999995,22.16649422506674,0.013416049780066516,True,False
2022-03-20,41262.11,125051.0,454.28,9321000.0,2240970000.0,0.0040999999999999995,5159868117.61,10229353900.0,-7310455782.39,0.0,1.0,4234343879.9999995,22.16649422506674,0.013416049780066516,True,False
2022-03-21,41002.25,125051.0,436.48,9321000.0,2240970000.0,0.0055000000000000005,5127372364.75,10229353900.0,-7342951535.25,0.0,1.0,4068430080.0,22.126523032258337,0.013416049780066516,True,False
2022-03-22,42364.13,125051.0,459.95,9321000.0,2240970000.0,0.0051,5297676820.63,10229353900.0,-7172647079.37,0.0,1.0,4287193950.0,22.17889826496646,0.013416049780066516,True,False
2022-03-23,42882.76,125051.0,450.69,9321000.0,2240970000.0,0.005,5362532020.76,10229353900.0,-7107791879.24,0.0,1.0,4200881490.0,22.158560218785738,0.013416049780066516,True,False
2022-03-24,43991.46,125051.0,483.92,9321000.0,2240970000.0,0.005,5501176064.46,10229353900.0,-6969147835.54,0.0,1.0,4510618320.0,22.229700080841955,0.013416049780066516,True,False
2022-03-25,44313.16,125051.0,472.42,9321000.0,2240970000.0,0.0053,5541404971.160001,10229353900.0,-6928918928.839999,0.0,1.0,4403426820.0,22.205648897472855,0.013416049780066516,True,False
2022-03-26,44511.27,125051.0,472.42,9321000.0,2240970000.0,0.0053,5566178824.7699995,10229353900.0,-6904145075.2300005,0.0,1.0,4403426820.0,22.205648897472855,0.013416049780066516,True,False
2022-03-27,46827.76,125051.0,472.42,9321000.0,2240970000.0,0.0053,5855858215.76,10229353900.0,-6614465684.24,0.0,1.0,4403426820.0,22.205648897472855,0.013416049780066516,True,False
2022-03-28,47122.21,125051.0,510.0,9321000.0,2240970000.0,0.006,5892679482.71,10229353900.0,-6577644417.29,0.0,1.0,4753710000.0,22.282191202761666,0.013416049780066516,True,False
2022-03-29,47434.8,125051.0,520.0,9321000.0,2240970000.0,0.005600000000000001,5931769174.8,10229353900.0,-6538554725.2,0.0,1.0,4846920000.0,22.301609288618767,0.013416049780066516,True,False
2022-03-30,47067.99,125051.0,500.69,9321000.0,2240970000.0,0.0055000000000000005,5885899217.49,10229353900.0,-6584424682.51,0.0,1.0,4666931490.0,22.263767624140606,0.013416049780066516,True,False
2022-03-31,45510.34,125051.0,486.32,9321000.0,2435821000.0,0.0051,5691113527.339999,10229353900.0,-6974061372.660001,0.0,1.0,4532988720.0,22.234647320483763,0.013416049780066516,True,False
2022-04-01,46283.49,125051.0,490.98,9321000.0,2435821000.0,0.0052,5787796707.99,10229353900.0,-6877378192.01,0.0,1.0,4576424580.0,22.24418387081064,0.013416049780066516,True,False
2022-04-02,45811.0,125051.0,490.98,9321000.0,2435821000.0,0.0052,5728711361.0,10229353900.0,-6936463539.0,0.0,1.0,4576424580.0,22.24418387081064,0.013416049780066516,True,False
2022-04-03,46407.35,125051.0,490.98,9321000.0,2435821000.0,0.0052,5803285524.849999,10229353900.0,-6861889375.150001,0.0,1.0,4576424580.0,22.24418387081064,0.013416049780066516,True,False
2022-04-04,46580.51,125051.0,501.26,9321000.0,2435821000.0,0.0067,5824939356.01,10229353900.0,-6840235543.99,0.0,1.0,4672244460.0,22.26490540558976,0.013416049780066516,True,False
2022-04-05,45497.55,125051.0,487.28,9321000.0,2435821000.0,0.006500000000000001,5689514125.05,10229353900.0,-6975660774.95,0.0,1.0,4541936880.0,22.236619383571522,0.013416049780066516,True,False
2022-04-06,43170.47,125051.0,455.11,9321000.0,2435821000.0,0.0067,5398510443.97,10229353900.0,-7266664456.03,0.0,1.0,4242080310.0,22.168319625017187,0.013416049780066516,True,False
2022-04-07,43444.19,125051.0,463.61,9321000.0,2435821000.0,0.0068000000000000005,5432739403.690001,10229353900.0,-7232435496.309999,0.0,1.0,4321308810.0,22.186824158595496,0.013416049780066516,True,False
2022-04-08,42252.01,125051.0,453.24,9321000.0,2435821000.0,0.0069,5283656102.51,10229353900.0,-7381518797.49,0.0,1.0,4224650040.0,22.16420226355566,0.013416049780066516,True,False
2022-04-09,42753.97,125051.0,453.24,9321000.0,2435821000.0,0.0069,5346426702.47,10229353900.0,-7318748197.53,0.0,1.0,4224650040.0,22.16420226355566,0.013416049780066516,True,False
2022-04-10,42158.85,125051.0,453.24,9321000.0,2435821000.0,0.0069,5272006351.349999,10229353900.0,-7393168548.650001,0.0,1.0,4224650040.0,22.16420226355566,0.013416049780066516,True,False
2022-04-11,39530.45,125051.0,436.39,9321000.0,2435821000.0,0.0078000000000000005,4943322302.95,10229353900.0,-7721852597.05,0.0,1.0,4067591190.0,22.12631681598256,0.013416049780066516,True,False
2022-04-12,40074.94,125051.0,443.45,9321000.0,2435821000.0,0.0074,5011411321.940001,10229353900.0,-7653763578.059999,0.0,1.0,4133397450.0,22.142365532865757,0.013416049780066516,True,False
2022-04-13,41147.79,125051.0,463.58,9321000.0,2435821000.0,0.0075,5145572287.29,10229353900.0,-7519602612.71,0.0,1.0,4321029180.0,22.186759446939824,0.013416049780066516,True,False
2022-04-14,39942.38,125051.0,449.19,9321000.0,2435821000.0,0.0078000000000000005,4994834561.38,10229353900.0,-7670340338.62,0.0,1.0,4186899990.0,22.15522643786103,0.013416049780066516,True,False
2022-04-15,40551.9,125051.0,449.19,9321000.0,2435821000.0,0.0078000000000000005,5071055646.900001,10229353900.0,-7594119253.099999,0.0,1.0,4186899990.0,22.15522643786103,0.013416049780066516,True,False
2022-04-16,40378.71,125051.0,449.19,9321000.0,2435821000.0,0.0078000000000000005,5049398064.21,10229353900.0,-7615776835.79,0.0,1.0,4186899990.0,22.15522643786103,0.013416049780066516,True,False
2022-04-17,39678.12,125051.0,449.19,9321000.0,2435821000.0,0.0078000000000000005,4961788584.12,10229353900.0,-7703386315.88,0.0,1.0,4186899990.0,22.15522643786103,0.013416049780066516,True,False
2022-04-18,40801.13,125051.0,445.89,9321000.0,2435821000.0,0.008199999999999999,5102222107.63,10229353900.0,-7562952792.37,0.0,1.0,4156140690.0,22.14785276187221,0.013416049780066516,True,False
2022-04-19,41493.18,125051.0,471.14,9321000.0,2435821000.0,0.008199999999999999,5188763652.18,10229353900.0,-7476411247.82,0.0,1.0,4391495940.0,22.202935766807755,0.013416049780066516,True,False
2022-04-20,41358.19,125051.0,449.03,9321000.0,2435821000.0,0.008199999999999999,5171883017.690001,10229353900.0,-7493291882.309999,0.0,1.0,4185408629.9999995,22.15487017769828,0.013416049780066516,True,False
2022-04-21,40480.01,125051.0,427.86,9321000.0,2435821000.0,0.008199999999999999,5062065730.51,10229353900.0,-7603109169.49,0.0,1.0,3988083060.0,22.106576516311563,0.013416049780066516,True,False
2022-04-22,39709.18,125051.0,409.08,9321000.0,2435821000.0,0.008199999999999999,4965672668.18,10229353900.0,-7699502231.82,0.0,1.0,3813034680.0,22.061691212981106,0.013416049780066516,True,False
2022-04-23,39441.6,125051.0,409.08,9321000.0,2435821000.0,0.008199999999999999,4932211521.599999,10229353900.0,-7732963378.400001,0.0,1.0,3813034680.0,22.061691212981106,0.013416049780066516,True,False
2022-04-24,39450.13,125051.0,409.08,9321000.0,2435821000.0,0.008199999999999999,4933278206.63,10229353900.0,-7731896693.37,0.0,1.0,3813034680.0,22.061691212981106,0.013416049780066516,True,False
2022-04-25,40426.08,125051.0,428.0,9321000.0,2435821000.0,0.009300000000000001,5055321730.08,10229353900.0,-7609853169.92,0.0,1.0,3989388000.0,22.10690367262509,0.013416049780066516,True,False
2022-04-26,38112.65,125051.0,391.01,9321000.0,2435821000.0,0.0084,4766024995.150001,10229353900.0,-7899149904.849999,0.0,1.0,3644604210.0,22.016513612149183,0.013416049780066516,True,False
2022-04-27,39235.72,125051.0,385.78,9321000.0,2435821000.0,0.008199999999999999,4906466021.72,10229353900.0,-7758708878.28,0.0,1.0,3595855379.9999995,22.003047735839388,0.013416049780066516,True,False
2022-04-28,39742.07,125051.0,400.49,9334000.0,2435821000.0,0.008100000000000001,4969785595.57,10229353900.0,-7695389304.43,0.0,1.0,3738173660.0,22.04186300289957,0.013397364473966146,True,False
2022-04-29,38596.11,125051.0,354.17,9334000.0,2435821000.0,0.0083,4826482151.61,10229353900.0,-7838692748.39,0.0,1.0,3305822780.0,21.918951229342774,0.013397364473966146,True,False
2022-04-30,37630.8,125051.0,354.17,9334000.0,2435821000.0,0.0083,4705769170.8,10229353900.0,-7959405729.2,0.0,1.0,3305822780.0,21.918951229342774,0.013397364473966146,True,False
2022-05-01,38468.35,125051.0,354.17,9334000.0,2435821000.0,0.0083,4810505635.849999,10229353900.0,-7854669264.150001,0.0,1.0,3305822780.0,21.918951229342774,0.013397364473966146,True,False
2022-05-02,38525.16,125051.0,365.91,9334000.0,2435821000.0,0.009000000000000001,4817609783.160001,10229353900.0,-7847565116.839999,0.0,1.0,3415403940.0,21.951561607015154,0.013397364473966146,True,False
2022-05-03,37728.95,125051.0,343.4,9334000.0,2435821000.0,0.009000000000000001,4718042926.45,10229353900.0,-7947131973.55,0.0,1.0,3205295600.0,21.888070153955272,0.013397364473966146,True,False
2022-05-04,39690.0,125051.0,366.44,9334000.0,2435821000.0,0.0088,4963274190.0,10229353900.0,-7701900710.0,0.0,1.0,3420350960.0,21.953009002638908,0.013397364473966146,True,False
2022-05-05,36552.97,125051.0,314.52,9334000.0,2435821000.0,0.0084,4570985451.47,10229353900.0,-8094189448.53,0.0,1.0,2935729680.0,21.800221872615214,0.013397364473966146,True,False
2022-05-06,36013.77,125051.0,294.24,9334000.0,2435821000.0,0.0084,4503557952.2699995,10229353900.0,-8161616947.7300005,0.0,1.0,2746436160.0,21.733569966347908,0.013397364473966146,True,False
2022-05-07,35472.39,129218.0,294.24,9334000.0,2435821000.0,0.0084,4583671291.0199995,10229353900.0,-8081503608.9800005,0.0,1.0,2746436160.0,21.733569966347908,0.013843796871652025,True,False
2022-05-08,34038.4,129218.0,294.24,9334000.0,2435821000.0,0.0084,4398373971.2,10229353900.0,-8266800928.8,0.0,1.0,2746436160.0,21.733569966347908,0.013843796871652025,True,False
2022-05-09,30076.31,129218.0,219.05,9334000.0,2435821000.0,0.0092,3886400625.5800004,10229353900.0,-8778774274.42,0.0,1.0,2044612700.0,21.438474219751804,0.013843796871652025,True,False
2022-05-10,31017.1,129218.0,225.52,9334000.0,2435821000.0,0.0089,4007967627.7999997,10229353900.0,-8657207272.2,0.0,1.0,2105003680.0,21.467583052297755,0.013843796871652025,True,False
2022-05-11,29103.94,129218.0,168.2,9334000.0,2435821000.0,0.009000000000000001,3760752918.9199996,10229353900.0,-8904421981.08,0.0,1.0,1569978800.0,21.174327953030744,0.013843796871652025,True,False
2022-05-12,29029.75,129218.0,171.18,9334000.0,2435821000.0,0.0095,3751166235.5,10229353900.0,-8914008664.5,0.0,1.0,1597794120.0,21.19188983994536,0.013843796871652025,True,False
2022-05-13,29287.05,129218.0,204.57,9334000.0,2435821000.0,0.0101,3784414026.9,10229353900.0,-8880760873.1,0.0,1.0,1909456380.0,21.37008442069257,0.013843796871652025,True,False
2022-05-14,30086.74,129218.0,204.57,9334000.0,2435821000.0,0.0101,3887748369.32,10229353900.0,-8777426530.68,0.0,1.0,1909456380.0,21.37008442069257,0.013843796871652025,True,False
2022-05-15,31328.89,129218.0,204.57,9334000.0,2435821000.0,0.0101,4048256508.02,10229353900.0,-8616918391.98,0.0,1.0,1909456380.0,21.37008442069257,0.013843796871652025,True,False
2022-05-16,29874.01,129218.0,201.51,9334000.0,2435821000.0,0.010700000000000001,3860259824.18,10229353900.0,-8804915075.82,0.0,1.0,1880894340.0,21.35501321343878,0.013843796871652025,True,False
2022-05-17,30444.93,129218.0,224.87,9334000.0,2435821000.0,0.0106,3934032964.7400002,10229353900.0,-8731141935.26,0.0,1.0,2098936580.0,21.46469666294064,0.013843796871652025,True,False
2022-05-18,28715.32,129218.0,197.44,9334000.0,2435821000.0,0.0102,3710536219.7599998,10229353900.0,-8954638680.24,0.0,1.0,1842904960.0,21.33460894620892,0.013843796871652025,True,False
2022-05-19,30319.23,129218.0,210.77,9334000.0,2435821000.0,0.0104,3917790262.14,10229353900.0,-8747384637.86,0.0,1.0,1967327180.0,21.399941697040855,0.013843796871652025,True,False
2022-05-20,29201.01,129218.0,202.75,9334000.0,2435821000.0,0.0101,3773296110.18,10229353900.0,-8891878789.82,0.0,1.0,1892468500.0,21.36114789848742,0.013843796871652025,True,False
2022-05-21,29445.06,129218.0,202.75,9334000.0,2435821000.0,0.0101,3804831763.0800004,10229353900.0,-8860343136.92,0.0,1.0,1892468500.0,21.36114789848742,0.013843796871652025,True,False
2022-05-22,30293.94,129218.0,202.75,9334000.0,2435821000.0,0.0101,3914522338.9199996,10229353900.0,-8750652561.08,0.0,1.0,1892468500.0,21.36114789848742,0.013843796871652025,True,False
2022-05-23,29109.15,129218.0,204.37,9334000.0,2435821000.0,0.010700000000000001,3761426144.7000003,10229353900.0,-8903748755.3,0.0,1.0,1907589580.0,21.369106282012343,0.013843796871652025,True,False
2022-05-24,29654.58,129218.0,193.01,9334000.0,2435821000.0,0.0105,3831905518.44,10229353900.0,-8833269381.56,0.0,1.0,1801555340.0,21.311916206526014,0.013843796871652025,True,False
2022-05-25,29542.15,129218.0,198.12,9334000.0,2435821000.0,0.0105,3817377538.7000003,10229353900.0,-8847797361.3,0.0,1.0,1849252080.0,21.338047113211935,0.013843796871652025,True,False
2022-05-26,29201.35,129218.0,216.1,9334000.0,2435821000.0,0.0106,3773340044.2999997,10229353900.0,-8891834855.7,0.0,1.0,2017077400.0,21.424915469004738,0.013843796871652025,True,False
2022-05-27,28629.8,129218.0,219.39,9334000.0,2435821000.0,0.0106,3699485496.4,10229353900.0,-8965689403.6,0.0,1.0,2047786259.9999998,21.440025173442866,0.013843796871652025,True,False
2022-05-28,29031.33,129218.0,219.39,9334000.0,2435821000.0,0.0106,3751370399.94,10229353900.0,-8913804500.06,0.0,1.0,2047786259.9999998,21.440025173442866,0.013843796871652025,True,False
2022-05-29,29468.1,129218.0,219.39,9334000.0,2435821000.0,0.0106,3807808945.7999997,10229353900.0,-8857365954.2,0.0,1.0,2047786259.9999998,21.440025173442866,0.013843796871652025,True,False
2022-05-30,31734.22,129218.0,219.39,9334000.0,2435821000.0,0.0106,4100632439.96,10229353900.0,-8564542460.04,0.0,1.0,2047786259.9999998,21.440025173442866,0.013843796871652025,True,False
2022-05-31,31801.04,129218.0,264.69,9334000.0,2435821000.0,0.0113,4109266786.7200003,10229353900.0,-8555908113.28,0.0,1.0,2470616460.0,21.62773353539402,0.013843796871652025,True,False
2022-06-01,29805.83,129218.0,238.14,9334000.0,2435821000.0,0.011200000000000002,3851449740.94,10229353900.0,-8813725159.06,0.0,1.0,2222798760.0,21.522032941514926,0.013843796871652025,True,False
2022-06-02,30452.62,129218.0,244.46,9334000.0,2435821000.0,0.0113,3935026651.16,10229353900.0,-8730148248.84,0.0,1.0,2281789640.0,21.548225901841015,0.013843796871652025,True,False
2022-06-03,29700.21,129218.0,227.22,9334000.0,2435821000.0,0.011699999999999999,3837801735.7799997,10229353900.0,-8827373164.220001,0.0,1.0,2120871480.0,21.475092916633656,0.013843796871652025,True,False
2022-06-04,29864.04,129218.0,227.22,9334000.0,2435821000.0,0.011699999999999999,3858971520.7200003,10229353900.0,-8806203379.279999,0.0,1.0,2120871480.0,21.475092916633656,0.013843796871652025,True,False
2022-06-05,29919.21,129218.0,227.22,9334000.0,2435821000.0,0.011699999999999999,3866100477.7799997,10229353900.0,-8799074422.220001,0.0,1.0,2120871480.0,21.475092916633656,0.013843796871652025,True,False
2022-06-06,31373.1,129218.0,235.44,9334000.0,2435821000.0,0.0123,4053969235.7999997,10229353900.0,-8611205664.2,0.0,1.0,2197596960.0,21.510630309417117,0.013843796871652025,True,False
2022-06-07,31125.33,129218.0,240.0,9334000.0,2435821000.0,0.0124,4021952891.94,10229353900.0,-8643222008.06,0.0,1.0,2240160000.0,21.52981312883389,0.013843796871652025,True,False
2022-06-08,30204.77,129218.0,232.89,9334000.0,2435821000.0,0.0125,3902999969.86,10229353900.0,-8762174930.14,0.0,1.0,2173795260.0,21.499740444577597,0.013843796871652025,True,False
2022-06-09,30109.93,129218.0,217.76,9334000.0,2435821000.0,0.0126,3890744934.7400002,10229353900.0,-8774429965.26,0.0,1.0,2032571840.0,21.432567744395055,0.013843796871652025,True,False
2022-06-10,29091.88,129218.0,203.36,9334000.0,2435821000.0,0.0134,3759194549.84,10229353900.0,-8905980350.16,0.0,1.0,1898162240.0000002,21.364152012933044,0.013843796871652025,True,False
2022-06-11,28424.7,129218.0,203.36,9334000.0,2435821000.0,0.0134,3672982884.6,10229353900.0,-8992192015.4,0.0,1.0,1898162240.0000002,21.364152012933044,0.013843796871652025,True,False
2022-06-12,26574.53,129218.0,203.36,9334000.0,2435821000.0,0.0134,3433907617.54,10229353900.0,-9231267282.46,0.0,1.0,1898162240.0000002,21.364152012933044,0.013843796871652025,True,False
2022-06-13,22487.41,129218.0,152.15,9334000.0,2435821000.0,0.0169,2905778145.38,10229353900.0,-9759396754.619999,0.0,1.0,1420168100.0,21.074041081834878,0.013843796871652025,True,False
2022-06-14,22136.41,129218.0,156.87,9334000.0,2435821000.0,0.0178,2860422627.38,10229353900.0,-9804752272.619999,0.0,1.0,1464224580.0,21.104591642360045,0.013843796871652025,True,False
2022-06-15,22583.72,129218.0,171.34,9334000.0,2435821000.0,0.0169,2918223130.96,10229353900.0,-9746951769.04,0.0,1.0,1599287560.0,21.192824092027795,0.013843796871652025,True,False
2022-06-16,20401.31,129218.0,161.34,9334000.0,2435821000.0,0.0154,2636216475.5800004,10229353900.0,-10028958424.42,0.0,1.0,1505947560.0,21.132688145000728,0.013843796871652025,True,False
2022-06-17,20468.81,129218.0,167.6,9334000.0,2435821000.0,0.0158,2644938690.5800004,10229353900.0,-10020236209.42,0.0,1.0,1564378400.0,21.17075439353988,0.013843796871652025,True,False
2022-06-18,18970.79,129218.0,167.6,9334000.0,2435821000.0,0.0158,2451367542.2200003,10229353900.0,-10213807357.779999,0.0,1.0,1564378400.0,21.17075439353988,0.013843796871652025,True,False
2022-06-19,20574.0,129218.0,167.6,9334000.0,2435821000.0,0.0158,2658531132.0,10229353900.0,-10006643768.0,0.0,1.0,1564378400.0,21.17075439353988,0.013843796871652025,True,False
2022-06-20,20573.89,129218.0,167.6,9334000.0,2435821000.0,0.0158,2658516918.02,10229353900.0,-10006657981.98,0.0,1.0,1564378400.0,21.17075439353988,0.013843796871652025,True,False
2022-06-21,20723.52,129218.0,178.96,9334000.0,2435821000.0,0.0166,2677851807.36,10229353900.0,-9987323092.64,0.0,1.0,1670412640.0,21.23633652267377,0.013843796871652025,True,False
2022-06-22,19987.99,129218.0,170.91,9334000.0,2435821000.0,0.015700000000000002,2582808091.82,10229353900.0,-10082366808.18,0.0,1.0,1595273940.0,21.190311307652312,0.013843796871652025,True,False
2022-06-23,21110.13,129218.0,188.31,9334000.0,2435821000.0,0.0159,2727808778.34,10229353900.0,-9937366121.66,0.0,1.0,1757685540.0,21.287263746489447,0.013843796871652025,True,False
2022-06-24,21237.69,129218.0,205.44,9334000.0,2435821000.0,0.0166,2744291826.4199996,10229353900.0,-9920883073.58,0.0,1.0,1917576960.0,21.374328225993494,0.013843796871652025,True,False
2022-06-25,21491.19,129218.0,205.44,9334000.0,2435821000.0,0.0166,2777048589.4199996,10229353900.0,-9888126310.58,0.0,1.0,1917576960.0,21.374328225993494,0.013843796871652025,True,False
2022-06-26,21038.07,129218.0,205.44,9334000.0,2435821000.0,0.0166,2718497329.2599998,10229353900.0,-9946677570.74,0.0,1.0,1917576960.0,21.374328225993494,0.013843796871652025,True,False
2022-06-27,20742.56,129218.0,196.73,9334000.0,2435821000.0,0.0175,2680312118.0800004,10229353900.0,-9984862781.92,0.0,1.0,1836277820.0,21.331006435780072,0.013843796871652025,True,False
